127.0.0.1 - - [06/Dec/2021:18:35:13 -0300] "GET / HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:27 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:28 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:33 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:34 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/pages/gerente/geralCadastro/menu.html HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/pages/gerente/geralCadastro/footer.html HTTP/1.1" 200 45
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/imgs/fotoPerfil.jpg HTTP/1.1" 200 12766
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:35 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:38 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:48 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:48 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:48 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:49 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:50 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/css/gerente/gerente.css HTTP/1.1" 200 2799
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/js/gerente/gerente.js HTTP/1.1" 200 1109
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/js/jquery-ui.js HTTP/1.1" 200 528735
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10253
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/css/jquery-ui.css HTTP/1.1" 200 36954
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/pages/gerente/geralCadastro/menu.html HTTP/1.1" 200 499
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/pages/gerente/geralCadastro/footer.html HTTP/1.1" 200 45
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/imgs/fotoPerfil.jpg HTTP/1.1" 200 12766
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:51 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:53 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorId/?id=28 HTTP/1.1" 200 111
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:53 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:20:53 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 200 10303
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:30 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/js/gerente/livro.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:31 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:32 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:32 -0300] "GET /ProjetoIndividual/rest/livro/buscar HTTP/1.1" 200 104
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:32 -0300] "GET /ProjetoIndividual/rest/livro/buscarPorNome?valorBusca= HTTP/1.1" 200 319
0:0:0:0:0:0:0:1 - - [06/Dec/2021:19:21:32 -0300] "GET /ProjetoIndividual/pages/gerente/livro/index.html HTTP/1.1" 200 4199
